2023/12/1 10:00,LiSi,appoint,101,VIP,LiSi,2023/12/1,2023/12/1 10:00,2023/12/1 12:00,50,order123
2023/12/1 11:00,ZhaoLiu,appoint,103,Econnomy,ZhaoLiu,2023/12/1,2023/12/1 13:00,2023/12/1 15:00,50,order124
2023/12/1 12:00,ZhangSan,cancel,104,Normal,ZhangSan,2023/12/1,2023/12/1 10:00,2023/12/1 12:00,50,order125
2023/12/1 13:00,WangWu,appoint,3,Advance,WangWu,2023/12/1,2023/12/1 16:00,2023/12/1 18:00,100,order126
2023/12/1 14:00,ZhangSan,appoint,102,Normal,ZhangSan,2023/12/1,2023/12/1 10:00,2023/12/1 12:00,50,order127
2023/12/2 14:00,ZhangSan,appoint,104,Normal,ZhangSan,2023/12/2,2023/12/2 10:00,2023/12/2 12:00,50,order128
2023/12/1 13:00,WangWu,appoint,104,Normal,WangWu,2023/12/1,2023/12/1 16:00,2023/12/1 18:00,100,order126
2023/12/1 13:00,WangWu,cancel,104,Normal,WangWu,2023/12/1,2023/12/1 16:00,2023/12/1 18:00,100,order126
2023/12/1 10:00,ZhangSan,appoint,101,VIP,ZhangSan,2023/12/1,2023/12/1 10:00,2023/12/1 12:00,100,order127
2023/12/1 10:00,ZhangSan,appoint,101,VIP,ZhangSan,2023/12/1,2023/12/1 10:00,2023/12/1 12:00,100,order127
2023/12/1 10:00,ZhangSan,appoint,101,VIP,ZhangSan,2023/12/1,2023/12/1 10:00,2023/12/1 12:00,100,order128
2023/12/04 15:30:51,o,appoint,101,VIP,o,2023/12/04,15:30:46,15:30:46,1000,202312041530516218

2023/12/04 15:30:54,o,appoint,101,VIP,o,2023/12/04,15:30:46,15:30:46,1000,202312041530546228

2023/12/04 15:30:56,o,appoint,101,VIP,o,2023/12/04,15:30:46,15:30:46,1000,202312041530566234

2023/12/04 15:30:58,o,appoint,101,VIP,o,2023/12/04,15:30:46,15:30:46,1000,202312041530586241

2023/12/04 15:30:59,o,appoint,101,VIP,o,2023/12/04,15:30:46,15:30:46,1000,202312041530596244

2023/12/04 15:31:02,o,appoint,101,VIP,o,2023/12/04,15:30:46,15:30:46,1000,202312041531026254

2023/12/04 15:31:03,o,appoint,101,VIP,o,2023/12/04,15:30:46,15:30:46,1000,202312041531036257

2023/12/04 15:31:05,o,appoint,101,VIP,o,2023/12/04,15:30:46,15:30:46,1000,202312041531056264

2023/12/04 15:31:08,o,appoint,101,VIP,o,2015/12/04,15:30:46,15:30:46,1000,202312041531086274

2023/12/04 15:31:10,o,appoint,101,VIP,o,2015/12/04,15:30:46,15:30:46,1000,202312041531106280

2023/12/04 15:31:11,o,appoint,101,VIP,o,2015/12/04,15:30:46,15:30:46,1000,202312041531116283

2023/12/04 15:31:13,o,appoint,101,VIP,o,2015/12/04,15:30:46,15:30:46,1000,202312041531136290

2023/12/04 15:31:15,o,appoint,101,VIP,o,2015/12/04,15:30:46,15:30:46,1000,202312041531156296

2023/12/04 15:31:17,o,appoint,101,VIP,o,2015/12/04,15:30:46,15:30:46,1000,202312041531176303

2023/12/04 15:31:36,o,appoint,101,VIP,o,2015/12/04,10:30:46,15:30:46,1000,202312041531366365

2023/12/04 15:32:03,o,appoint,101,VIP,o,2009/12/04,07:30:46,15:30:46,1000,202312041532036453

2023/12/04 15:32:17,o,appoint,101,VIP,o,2023/12/04,07:30:46,15:30:46,1000,202312041532176499

2023/12/04 15:32:35,o,appoint,101,VIP,o,2026/12/04,07:30:46,19:30:46,1000,202312041532356558

2023/12/04 17:03:49,o,appoint,101,VIP,o,2023/12/04,17:02:07,17:02:07,1000,202312041703491665

2023/12/04 17:10:30,o,appoint,104,Normal,o,2023/12/04,17:10:23,17:10:23,200,202312041710302975

2023/12/04 17:13:22,o,appoint,103,Economy,o,2023/12/04,17:13:15,17:13:15,300,202312041713223537

2023/12/04 17:15:11,o,appoint,103,Economy,o,2023/12/04,17:15:05,17:15:05,300,202312041715113893

2023/12/04 17:15:22,o,appoint,103,Economy,o,2023/12/04,17:15:05,17:15:05,300,202312041715223928

2023/12/04 17:15:25,o,appoint,103,Economy,o,2023/12/04,17:15:05,17:15:05,300,202312041715253938

2023/12/04 17:15:27,o,appoint,103,Economy,o,2023/12/04,17:15:05,17:15:05,300,202312041715273945

2023/12/04 17:15:29,o,appoint,103,Economy,o,2023/12/04,17:15:05,17:15:05,300,202312041715293951

2023/12/04 17:17:56,o,appoint,101,VIP,o,2024/12/04,17:17:23,17:17:23,1000,202312041717564431

2023/12/04 18:51:08,o,appoint,101,VIP,o,2023/12/04,18:51:02,18:51:02,1000,202312041851082693

2023/12/04 18:51:11,o,appoint,101,VIP,o,2023/12/04,18:51:02,18:51:02,1000,202312041851112702

2023/12/04 18:51:21,o,appoint,101,VIP,o,2023/12/04,18:51:16,18:51:16,1000,202312041851212735

2023/12/04 18:51:27,o,appoint,101,VIP,o,2028/12/04,18:51:16,18:51:16,1000,202312041851272755

2023/12/04 18:51:29,o,appoint,101,VIP,o,2028/12/04,18:51:16,18:51:16,1000,202312041851292761

2023/12/04 18:51:32,o,appoint,101,VIP,o,2028/12/04,18:51:16,18:51:16,1000,202312041851320003

2023/12/04 18:51:34,o,appoint,101,VIP,o,2028/12/04,18:51:16,18:51:16,1000,202312041851340009

2023/12/04 18:51:37,o,appoint,101,VIP,o,2028/12/04,18:51:16,18:51:16,1000,202312041851370019

2023/12/04 18:51:39,o,appoint,101,VIP,o,2028/12/04,18:51:16,18:51:16,1000,202312041851390026

2023/12/04 18:51:41,o,appoint,101,VIP,o,2028/12/04,18:51:16,18:51:16,1000,202312041851410032

2023/12/04 18:51:43,o,appoint,101,VIP,o,2028/12/04,18:51:16,18:51:16,1000,202312041851430039
